Key,en,id,es,pt,sw,fr,mg
pages.about.elinorAttributes.attribute7.description,The extent to which management rules align with people's resource use and other levels of authority,"Atribut ini mengukur kualitas peraturan KA. Secara khusus i) seberapa jelas mereka dan ii) seberapa baik mereka sejalan dengan; masukan pemangku kepentingan ke dalam tata kelola KA, tingkat otoritas manajemen lainnya dan konteks sosial dan lingkungan tempat mereka beroperasi.","Este atributo mide la calidad de los reglamentos de la AG. Específicamente, i) cuán claros son, y ii) cuán bien se corresponden con; el aporte de los titulares de derechos y otros actoresa la gobernanza de la AG, otros niveles de autoridad de gestión y el contexto medioambiental y social en el que operan.","Este atributo mede a qualidade dos regulamentos da Área de Manejo. Especificamente i) até que ponto são claros e ii) até que ponto se alinham com o contributo dos titulares de direitos e de outros intervenientes na governação da Área de Manejo, noutros níveis de autoridade de gestão e no contexto social e ambiental em que operam.","Sifa hii inapima ubora wa kanuni za maeneo ya usimamizi. Hasa: i) uwazi wake, na ii) uzuri wa jinsi zilivyopangwa ili kuingiliana na; mchango kwa wadau katika uongozi wa maeneo ya usimamizi, viwango vingine ya mamlaka ya usimamizi na muktadha wa kijamii na kimazingira ambamo shughuli hiyo inafanyika.","Cet attribut mesure la qualité des réglementations des zones sous gestion. Plus précisément, i) dans quelle mesure elles sont claires et ii) dans quelle mesure elles s'alignent avec les contributions des titulaires de droits et d'autres acteurs à la gouvernance de la zone sous gestion, aux autres niveaux d'autorité de gestion et au contexte social et environnemental dans lequel ils opèrent.","Ity sokajy ity dia mandrefy ny kalitaon'ny lalàna mifehy ny faritra tantanana. Indrindra indrindra, (i) hatraiza ny mampazava azy ireo ary (ii) hatraiza no ifanarahany amin'ny fandraisan'anjaran'ireo tompon-jo sy ireo mpiantsehatra hafa amin'ny fehim-pitantanana ny faritra, ny ambaratonga hafa amin'ny fitantanana, ary ny toe-draharaha ara-tontolo iainana sy ara-tsosialy izay iasan'izy ireo."
pages.about.elinorAttributes.attribute7.name,7. Clear and congruent regulations,7. Peraturan yang jelas dan kongruen,7. Reglamentos claros y congruentes,7. Regulamentos claros e coerentes,7. Kanuni sanjari na zilizo wazi,7. Réglementations claires et cohérentes,7. Lalàna mazava sy mifanaraka amin'ny tokony ho izy
pages.about.elinorAttributes.attribute7.reportText,Measures the extent that MA regulations are clear and align with rights-holders and other actors’ governance goals,Mengukur sejauh mana peraturan KA jelas dan sejalan dengan tujuan tata kelola pemegang hak dan aktor lain,Mide en qué medida las regulaciones de AG son claras y se alinean con los objetivos de gobernanza de los titulares de derechos y otros actores.,Mede até que ponto os regulamentos de Área de Manejo são claros e alinhados com os objetivos de governação dos titulares de direitos e de outros intervenientes,Hupima kiwango ambacho kanuni za MA ziko wazi na zinawiana na wenye haki na malengo ya utawala ya watendaji wengine.,FAUX,DISO
pages.about.elinorAttributes.attribute7.useIf,You wish to understand whether the regulations are clearly stated and fair.,Anda ingin memahami apakah peraturannya jelas dan adil.,Su objetivo es saber si los reglamentos están claramente formulados y si son justos.,Você deseja entender se os regulamentos são claramente definidos e justos.,Kama ungetaka kuelewa iwapo kanuni zimeelezwa waziwazi na ni za haki.,Vous voulez savoir si les règlements sont clairement énoncés et équitables.,Tianao ho fantatra raha toa ka voalaza amin’ny fomba mazava sy ara-drariny ny lalàna mifehy sy ny fitsipika.
pages.about.elinorAttributes.attribute8.description,"The clarity with which information is communicated, the extent to which decision-makers face consequences from constituents, and the effectiveness of conflict resolution mechanisms.","Atribut ini mengukur transparansi, akuntabilitas, dan resolusi konflik yang semuanya penting untuk tata kelola yang baik. Penting bahwa orang-orang yang secara langsung terpengaruh oleh keputusan manajemen diberitahu tentang mereka sebelum diimplementasikan, pengambil keputusan dapat dimintai pertanggungjawaban dan ada peluang untuk resolusi konflik. Transparansi diukur dengan bertanya apakah komunikasi otoritas KA tentang informasi kepada pemangku kepentingan lokal tepat waktu, akuntabilitas diukur dengan bertanya apakah otoritas KA menghadapi konsekuensi jika tidak memenuhi tanggung jawabnya dan mekanisme resolusi konflik dinilai untuk seberapa efektifnya.","Este atributo mide la transparencia, la rendición de cuentas y la resolución de conflictos, todo lo cual resulta importante para la buena gobernanza. Es importante que las personas directamente afectadas por las decisiones de gestión las conozcan antes de que sean implementadas, que a los responsables de la toma de decisiones se les pida rendir cuentas y que existan oportunidades para la resolución de conflictos. La transparencia se mide preguntando si es oportuna la comunicación de información por parte de la autoridad de la AG a los titulares de derechos y otros actores locales, y la responsabilidad se mide preguntando si la autoridad de la AG se enfrenta a consecuencias si no cumple con sus responsabilidades y el mecanismo de resolución de conflictos se evalúa por cuán eficaz es.","Este atributo mede a transparência, a responsabilização e a resolução de conflitos, aspectos importantes para a boa governação. É importante que as pessoas directamente afectadas pelas decisões de gestão sejam informadas das mesmas antes da sua implementação, que os decisores sejam responsabilizados e que haja oportunidades para a resolução de conflitos. A transparência é medida perguntando se a comunicação de informações da autoridade da Área de Manejo aos titulares de direitos e outros intervenientes é oportuna, e a responsabilização é medida perguntando se a autoridade da Área de Manejo enfrenta consequências se não cumprir as suas responsabilidades e o mecanismo de resolução de conflitos é avaliado quanto à forma como eficaz é.","Sifa hii inapima uwazi, uwajibikaji na usuluhishaji wa mizozo ambapo haya yote ni muhimu katika uongozi bora. Ni muhimu kwamba watu ambao wanaathirika na maamuzi ya usimamizi wajue maamuzi hayo mapema kabla hayajatekelezwa ili wawe wana ujuzi na waweze kuwajibika na kuwe na nafasi ya kusuluhisha mizozo. Uwazi unapimwa kwa kuuliza iwapo mawasiliano ya mamlaka ya maeneo ya usimamizi (MA) kwa wenye haki na watendaji wengine yanafanywa kwa wakati unaofaa. Uwajibikaji unapimwa kwa kuuliza maswali ya kama mamlaka ya maeneo ya usimamizi (MA) inakabiliana na matokeo hasi iwapo haijawajibika katika majukumu yake na usuluhishaji wa mizozo unatathminiwa kwa kuzingatia ufanisi wake.",FAUX,DISO
pages.about.elinorAttributes.attribute8.name,8. Transparency and accountability,8. Transparansi dan akuntabilitas,8. Transparencia y rendición de cuentas,8. Transparência e prestação de contas,8. Uwazi na Uwajibikaji,8. Transparence et responsabilité,8. Fangaraharana sy tamberin'andraikitra
pages.about.elinorAttributes.attribute8.reportText,"Measures the extent that people directly impacted by management decisions are informed of them in advance, can hold decision-makers to account, and have opportunities for conflict resolution","Mengukur sejauh mana orang-orang yang secara langsung terpengaruh oleh keputusan manajemen diberitahu tentang mereka sebelumnya, dapat meminta pertanggungjawaban pengambil keputusan, dan memiliki peluang untuk resolusi konflik","Mide el grado en que las personas directamente afectadas por las decisiones de gestión están informadas de ellas con antelación, pueden exigir responsabilidades a quienes toman las decisiones y tienen oportunidades para la resolución de conflictos.","Mede até que ponto as pessoas diretamente afetadas pelas decisões de gestão são informadas delas com antecedência, podem responsabilizar os tomadores de decisão e têm oportunidades de resolução de conflitos.","Hupima kiwango ambacho watu walioathiriwa moja kwa moja na maamuzi ya wasimamizi wanafahamishwa kuyahusu mapema, wanaweza kuwawajibisha watoa maamuzi, na kupata fursa za kutatua migogoro.","Evalue dans quelle mesure les personnes directement touchées par les décisions de gestion en sont informées à l'avance, peuvent demander des comptes aux décideurs et ont des possibilités de résolution des conflits.",Mandrefy hoe manao ahoana ny fampilazana mialoha ny olona voakasika mivantana momba ireo fanapaha-kevi-pitantanana. Mandrefy koa hoe manao ahoana ny fahafahan'izy ireo mitaky tamberin’andraikitra amin’ireo mpanapa-kevitra sy mahazo vahaolana amin’ny fifandirana mety hitranga.
pages.about.elinorAttributes.attribute8.useIf,If you want to assess the quality of MA governance.,Jika Anda ingin menilai kualitas tata kelola KA.,Si usted desea evaluar la calidad de la gobernanza de la AG,Se quiser avaliar a qualidade da governação da Área de Manejo.,Kama ungetaka kutathmini ubora wa uongozi wa maeneo ya usimamizi.,Si vous souhaitez évaluer la qualité de la gouvernance de la zone sous gestion.,Tianao ny hanombana ny kalitaon'ny fehim-pitantanana eo amin’ny faritra.
pages.about.elinorAttributes.attribute9.description,This attribute measures the general perceptions those completing the Elinor assessment have on the social and ecological outcomes of the MA.,Atribut ini mengukur persepsi umum mereka yang menyelesaikan penilaian Elinor tentang hasil sosial dan ekologis KA.,Este atributo mide las percepciones generales que tienen los individuos que completan la evaluación Elinor sobre los resultados ecológicos de la AG.,Este atributo mede as percepções gerais que aqueles que completam a avaliação da Elinor têm sobre os resultados ecológicos da Área de Manejo.,Sifa hii inapima mitazamo ya kijumla ya matokeo ya maeneo ya usimamizi (MA) ya kimazingira yanayopokelewa na wale wanaojaza tathmini ya Elinor.,Cet attribut mesure les perceptions générales qu'ont les personnes qui effectuent l'évaluation Elinor sur les résultats écologiques de la zone sous gestion.,Ity sokajy ity dia mandrefy ny fahatsapana ankapobeny eo amin’ny olona izay namaly ny fanombanana Elinor momba ny vokatra ara-tontolo iainan’ny faritra tantanana.
pages.about.elinorAttributes.attribute9.name,9. Perceived outcomes,9. Persepsi hasil,9. Resultados ecológicos percibidos,9. Resultados ecológicos percebidos,9. Matokeo ya kiikolojia yanayotambuliwa,9. Résultats perçus,9. Vokatra tsapa
pages.about.elinorAttributes.attribute9.reportText,Measures the general perceptions that those completing the Elinor assessment have on the ecological and social outcomes of the MA,Mengukur persepsi umum mereka yang menyelesaikan penilaian Elinor tentang hasil ekologis dan sosial KA,Mide las percepciones generales que tienen quienes completan la evaluación de Elinor sobre los resultados ecológicos de la AG.,Mede as percepções gerais que aqueles que completam a avaliação Elinor têm sobre os resultados ecológicos e sociais da Área de Manejo.,Hupima mitazamo ya jumla ambayo wale wanaokamilisha tathmini ya Elinor wanayo juu ya matokeo ya ikolojia ya MA.,Mesure les perceptions générales qu'ont les personnes qui terminent l'évaluation Elinor sur les résultats écologiques et sociaux de la zone sous gestion.,Ity sokajy ity dia mandrefy ny fomba fijery ankapoben'ny olona mamita ny fanombanana Elinor momba ny vokatra ara-tsosialy sy ara-tontolo iainana ao amin'ny faritra tantanana
pages.about.elinorAttributes.attribute9.useIf,You wish to know whether those involved in the MA think its objectives are being achieved.,Anda ingin tahu apakah mereka yang terlibat dalam KA berpikir tujuannya tercapai.,Su fin es saber si los individuos involucrados en la AG creen que sus objetivos ecológicos se están logrando.,Pretende saber se os envolvidos na Área de Manejo consideram que os seus objectivos ecológicos estão a ser alcançados.,Kama ungetaka kujua iwapo wale wanaohusika na maeneo ya usimamizi (MA) ya kimazingira wanadhani malengo yao yanatimizwa.,Vous souhaitez savoir si les personnes impliquées dans la zone sous gestion pensent que ses objectifs sont atteints.,Te hahafantatra ianao raha mihevitra ny olona ao amin'ny faritra tantanana fa tratra ny tanjona napetraka.
pages.about.meta.seo.description,,,,,,,
pages.about.meta.seo.keywords,,,,,,,
pages.about.meta.seo.og_image,,,,,,,
pages.about.meta.seo.title,,,,,,,
pages.about.meta.slug,/background,/background,/background,/background,/background,/arrière-plan,/lafika
pages.about.meta.title,Background,Latar Belakang,Fondo,Background,Usuli,Arrière-plan,Lafika
pages.assessments.actions.contact.emailPlaceholder,Your Email,Email Anda,Your Email,Your Email,andika barua pepe,Votre email,Ny adiresy mailakao
pages.assessments.actions.contact.labelTextarea,Message,Pesan,Mensaje,Mensagem,Ujumbe,Message,Hafatra
pages.assessments.actions.contact.namePlaceholder,Your name,Nama Anda,Your name,Your name,Andika jina lako,Votre nom,Ny anaranao
pages.assessments.actions.contact.okMessage,Thank you for the contact!,Terima kasih atas kontaknya!,¡Gracias por el contacto!,Obrigado pelo contato!,Asante kwa mawasiliano!,Merci pour le contact !,Misaotra nifandray!
